Name,FIPS,#RenterOccupiedHousingUnits,#MovedSameCounty,#MovedSameState,#MovedNewState,MedianRent,MedianHomeValue,#VacantForRent
"Altus, OK",4001700,3608,763,212,417,722.1588359,99200,256
"Arrow Rock, MO",2902044,4,,,,,99200,0
"Brinson, GA",1310608,8,7,38,0,631.7128312,99200,0
"Crawford, TX",4817564,38,11,7,0,895.2,99200,0
"Eau Claire, PA",4222128,30,6,0,0,576.6,99200,0
"Grand Coteau, LA",2230760,127,0,35,18,618.727733,99200,6
"Lavonia, GA",1345460,523,66,130,17,600.8,99200,8
"Manawa, WI",5548350,245,118,8,0,635.4268462,99200,4
"Newtown, Schuylkill County, PA",4254264,24,0,0,0,569.3980539,99200,0
"Rockingham, NC",3757260,2058,486,151,0,602.2082911,99200,101
"San Sebastián, PR",7277500,1843,,,,392.4580866,99200,89
"Spring Hope, NC",3764160,383,11,222,0,783.9677571,99200,6
"Alianza, PR",7201863,172,,,,,99100,17
"Baden, PA",4203736,536,37,11,0,569.4,99100,27
"Big Spring, MO",2905608,5,,,,,99100,0
"Chenoa, IL",1712931,265,60,73,0,765.8,99100,68
"Clara, MS",2813700,66,,,,,99100,0
"Ely, MN",2719142,582,72,59,4,509.2644545,99100,0
"Higginsville, MO",2931960,821,140,35,0,746.4823201,99100,61
"Jarratt, VA",5140536,220,75,41,25,914.2844718,99100,0
"Low Mountain, AZ",442590,11,10,6,0,549.8093116,99100,17
"Millersburg, PA",4249680,639,102,13,38,647.9589733,99100,90
"Parcelas La Milagrosa, PR",7259420,146,,,,403.5210885,99100,39
"San Lorenzo, PR",7277027,943,,,,492.8312719,99100,8
"Shelbyville, IN",1869318,2997,513,124,51,781.2537591,99100,609
"Tool, TX",4873352,139,50,18,5,998.7041384,99100,0
"Washington, PA",4281328,2801,453,288,165,691.9250262,99100,329
"Ahoskie, NC",3700500,1179,128,105,36,747.2393803,99000,65
"Bay View Gardens, IL",1704273,40,7,0,0,604.5044986,99000,0
"Brooklyn, IA",1908695,258,35,38,0,745.7633456,99000,0
"Buffalo, IN",1808992,53,12,67,0,699.7653779,99000,0
"Crowley, LA",2218650,1794,330,49,0,666.3141716,99000,445
"Earlville, IA",1923430,27,30,0,0,527.2,99000,0
"Elmendorf, TX",4823272,152,95,0,0,844,99000,0
"Lakes of the North, MI",2645144,0,0,6,0,830.4631888,99000,0
"Madison, NY",3644424,43,6,8,0,851.9757606,99000,6
"Manatí, PR",7250152,2039,,,,438.5200745,99000,357
"Masonville, KY",2150520,0,0,24,0,524.2878793,99000,0
"Ninnekah, OK",4052100,101,9,0,0,657,99000,4
"North Apollo, PA",4254728,124,2,2,21,562.5730835,99000,0
"Northwood, IA",1957630,203,32,0,21,672.0112764,99000,0
"Port Edwards, WI",5564175,156,45,9,0,681.1416643,99000,23
"Poydras, LA",2262280,175,44,12,15,790.9903249,99000,30
"Racine, OH",3965256,51,97,55,0,467.497701,99000,0
"Shawano, WI",5572925,1901,277,138,26,598.3143816,99000,0
"Tarlton, OH",3976148,12,0,0,0,747.4598516,99000,0
"Vanleer, TN",4776860,37,48,0,0,667.0242074,99000,0
"Williamsdale, OH",3985344,39,0,0,0,1278.250029,99000,0
"Butler, PA",4210464,3408,558,144,43,641.6,98900,98
"Churubusco, IN",1812610,212,33,129,0,747.4330674,98900,18
"Fajardo, PR",7227964,4078,,,,499.8524578,98900,187
"Jersey Shore, PA",4238128,725,186,51,0,718.2719923,98900,59
"Lowell, WI",5545950,21,31,0,0,734.3595321,98900,0
"McCaysville, GA",1348428,276,28,6,0,345.9765991,98900,4
"Minneota, MN",2743126,80,76,62,0,698.0142896,98900,43
"Plains, PA",4261112,478,143,0,22,758.0439957,98900,24
"Pontiac, IL",1761015,1724,587,49,27,689.0190454,98900,167
"Ridge Manor, FL",1260325,365,97,155,36,798.0470147,98900,49
"Staunton, IL",1772403,889,68,63,0,656.7550177,98900,70
"Abbott, TX",4800100,5,9,5,0,812.0209794,98800,0
"Ackerman, MS",2800300,124,138,9,0,288.6754949,98800,12
"Attica, NY",3603001,452,97,114,13,670.5633699,98800,27
"Beech Grove, IN",1804204,2816,363,178,8,763.7351446,98800,64
"Bellevue, OH",3905228,1083,181,370,0,650.2,98800,118
"Bendena, KS",2005975,22,,,,,98800,0
"Brentwood, PA",4208416,1443,183,70,26,758.5656524,98800,132
"Cowarts, AL",118088,294,9,0,7,774,98800,68
"Cusseta, AL",119216,6,10,0,0,,98800,0
"Dayton, TN",4719700,1131,586,247,50,693.0820275,98800,24
"Fair Haven, NY",3624988,55,11,10,16,727.3541939,98800,5
"Goshen, AL",130880,28,4,2,0,802.8756906,98800,6
"Hitterdal, MN",2729402,17,5,0,0,434.0265848,98800,0
"Idalou, TX",4835732,146,62,0,32,558.6782075,98800,13
"Las Carolinas, PR",7242842,155,,,,422.8100417,98800,29
"Lime Ridge, WI",5544225,0,2,0,0,727.4599126,98800,5
"Moorefield, WV",5455588,851,47,5,18,718.5210659,98800,0
"Mount Pleasant, AR",547900,33,1,0,0,728.5786905,98800,3
"Orange Grove, TX",4854168,196,0,84,6,906.2888023,98800,0
"Pitsburg, OH",3962890,21,2,0,0,700.8869651,98800,1
"Sallisaw, OK",4065000,1694,516,139,222,636.9674173,98800,244
"Shaft, MD",2471460,0,,,,,98800,0
"Soap Lake, WA",5365345,109,18,67,48,548.5997795,98800,53
"South Euclid, OH",3973264,2925,600,207,99,1029.495407,98800,161
"South Vinemont, AL",171900,195,0,0,0,716.6982446,98800,19
"Staley, NC",3764380,2,0,0,0,585.4676012,98800,3
"Taylor, WI",5579150,86,20,0,0,650.4445062,98800,9
"Taylorsville, IN",1875104,24,,,,,98800,0
"Tracy City, TN",4774880,208,39,17,55,479.1329788,98800,0
"Virden, NM",3583200,7,0,0,0,880,98800,0
"Weedpatch, CA",683863,365,59,0,0,651.2488095,98800,11
"West Mifflin, PA",4283512,1685,442,298,38,588.6,98800,394
"Williston, OH",3985442,0,,,,861.8470411,98800,0
"Alexandria, SD",4600820,24,0,2,19,885.1231274,98700,0
"Anthony, NM",3503820,1160,0,21,24,597.0637745,98700,91
"Arlington, SD",4602180,192,63,1,0,552.3349877,98700,3
"Ashley, OH",3902582,251,60,20,0,793.9792426,98700,11
"Burnham, IL",1709798,619,66,0,25,983.9899749,98700,96
"Manning, IA",1948945,188,67,21,5,535.6592379,98700,9
"Pocola, OK",4059750,464,77,0,0,725.43806,98700,14
"Spencer, NC",3763760,422,110,0,37,911.8851058,98700,36
"Camden, TN",4710560,771,102,32,8,666.2407256,98600,45
"Clyde, OH",3916308,845,173,37,0,745.2459808,98600,125
"East Galesburg, IL",1721826,71,6,0,0,617.8444414,98600,0
"Ellis, KS",2020450,190,41,18,4,720.5195098,98600,22
"Garden City, MO",2926434,179,114,2,19,591.6068981,98600,0
"Kellnersville, WI",5539000,46,0,0,0,497.4832632,98600,2
"Lakewood, SC",4539772,249,61,0,75,696.8613368,98600,66
"Marcus, IA",1949350,151,64,0,0,619.8185726,98600,0
"Motley, MN",2744422,173,3,11,0,593.8482803,98600,6
"Paradise, TX",4855056,64,6,15,32,778.1757669,98600,0
"Proberta, CA",658814,0,,,,,98600,0
"Rockland, ID",1669130,6,22,0,0,502.5081855,98600,0
"Turpin, OK",4075200,40,24,0,65,689.8448265,98600,0
"Wainwright, AK",282750,57,3,0,0,804.57259,98600,0
"Bells, TN",4704720,442,29,31,0,812.8697731,98500,17
"Bonner-West Riverside, MT",3008462,304,87,0,0,779,98500,40
"Calvert City, KY",2112016,144,24,0,11,686.2835537,98500,0
"Daleville, AL",119360,1061,273,19,222,703.3377196,98500,259
"Long Hill, CT",943790,1889,54,22,47,1254.6,98500,0
"Millhousen, IN",1849662,3,0,0,0,,98500,0
"New Haven, KY",2155758,89,37,39,19,466.2212116,98500,7
"Wenona, IL",1779813,171,129,26,9,740,98500,15
"Belmont, WV",5406004,120,0,0,0,576.9861146,98400,0
"Boscobel, WI",5508850,418,111,36,0,572.9553081,98400,27
"Brockway, PA",4208960,320,138,98,0,679.0195418,98400,29
"Byron, MI",2612260,62,0,11,0,858.1672964,98400,9
"De Graff, OH",3921378,213,16,0,2,784.9715086,98400,37
"Garden City, MI",2631420,2008,1461,610,0,1032.158722,98400,0
"Mount Pulaski, IL",1751128,174,45,24,0,520.4120272,98400,8
"New Kensington, PA",4253736,2595,213,131,23,587.1560779,98400,118
"Oglesby, IL",1755353,350,46,73,121,551.1976876,98400,39
"Panthersville, GA",1359080,2435,77,252,0,873.2142129,98400,0
"Sycamore Hills, MO",2972034,34,0,0,40,1013.115292,98400,0
"Throop, PA",4276648,398,101,8,0,798.7114752,98400,25
"Yerington, NV",3285400,569,115,84,35,604.6,98400,66
"Alvo, NE",3101150,16,9,0,0,1101.574274,98300,0
"Bailey Lakes, OH",3903562,49,0,45,0,711.2514948,98300,2
"Beaver, OH",3904696,82,32,0,0,601.9981466,98300,0
"Bodfish, CA",607274,177,11,0,0,843.8534321,98300,0
"Bourbon, IN",1806760,211,34,62,58,537.052205,98300,14
"Bridge City, LA",2209480,1089,25,47,25,901.2141613,98300,204
"Catlin, IL",1711774,292,56,0,0,784.8,98300,42
"Center Point, AL",113264,2681,334,99,0,858.1684687,98300,160
"Center Point, LA",2213855,55,,,,,98300,0
"Dexter, MN",2715886,27,11,0,0,360.6,98300,0
"Greenville, TX",4830920,4754,1103,635,121,828.2383416,98300,31
"Lanett, AL",141296,947,245,14,49,617.5185761,98300,227
"Liberty, TN",4742040,49,18,115,0,563.2714158,98300,0
"Mauston, WI",5550025,621,180,56,40,794.118828,98300,0
"Melrose, WI",5550750,71,21,6,0,781.9023001,98300,0
"Mojave, CA",648452,1224,193,4,0,688.6478085,98300,167
"Neville, OH",3953956,1,,,,715.6365492,98300,0
"New Martinsville, WV",5458684,396,139,165,0,737.2608757,98300,13
"Palmetto, GA",1358884,689,46,22,0,1006.925006,98300,0
"Parkton, NC",3750340,11,0,12,15,676.0197056,98300,7
"Philippi, WV",5463292,833,61,106,27,542.2304491,98300,2
"Port Wing, WI",5564500,13,2,0,0,421.868192,98300,3
"Saltillo, PA",4267632,33,16,0,0,774.5019484,98300,0
"Sebastopol, MS",2866280,67,0,12,0,598.824973,98300,4
"Snook, TX",4868576,64,0,3,0,836.5431835,98300,0
"St. Stephen, SC",4562755,403,179,0,42,448.5750667,98300,12
"Stuart, NE",3147500,139,61,0,0,564.3441142,98300,1
"Taconite, MN",2764048,39,161,3,0,486.2526739,98300,2
"Waterford, OH",3981760,6,,,,,98300,0
"Woodlawn, OH",3986366,943,148,70,6,1085.918212,98300,0
"Allgood, AL",101396,39,0,0,0,671.1651328,98200,20
"Henderson, NC",3730660,3524,357,161,121,605.2,98200,74
"Millersburg, IN",1849536,68,0,0,8,872.2406786,98200,3
"Necedah, WI",5555700,169,0,6,0,787.7720732,98200,18
"Pleasureville, KY",2161788,196,47,69,0,836.5016698,98200,1
"Rosholt, SD",4656340,40,9,6,3,767.6635417,98200,1
"Salisbury, PA",4267584,119,10,5,0,568.4304231,98200,1
"Camden, NY",3611847,586,139,26,0,656.4,98100,63
"Carey, OH",3912112,402,314,23,0,569.6,98100,21
"Climax, MN",2711962,47,2,0,0,627.0823528,98100,12
"Dalhart, TX",4818524,1168,187,160,48,751.6545654,98100,126
"Dolton, IL",1720292,2705,257,123,132,1216.258467,98100,340
"Earl, NC",3719140,29,0,0,0,710.0067697,98100,0
"Fairmont, IL",1724920,306,22,0,0,1136.400463,98100,65
"Jefferson, IA",1939450,604,180,125,3,547.8905877,98100,41
"Junction City, WI",5538650,76,44,0,0,556.2994067,98100,28
"Massillon, OH",3948244,4948,1479,194,79,693.3458987,98100,0
"Mishawaka, IN",1849932,10424,2091,449,291,745.7840067,98100,1936
"Mount Gilead, NC",3744900,111,5,18,0,742.8624346,98100,25
"Naranjito, PR",7256129,234,,,,502.8430757,98100,0
"Parma, ID",1660940,354,222,0,7,494.3874102,98100,0
"Pinnacle, NC",3752500,118,,,,872.5808058,98100,0
"San Miguel, NM",3569410,39,0,0,16,602.655519,98100,0
"Sandy Hollow-Escondidas, TX",4865342,12,,,,,98100,0
"Steward, IL",1772624,27,7,0,0,806.041262,98100,0
"Summit Hill, PA",4275248,431,0,21,0,884.390606,98100,0
"Trommald, MN",2765506,0,,,,753.548,98100,0
"Vernon, MI",2682020,0,4,0,0,678.812973,98100,0
"Warrensburg, IL",1778916,98,46,0,4,585.9766226,98100,5
"Wolverton, MN",2771392,1,3,6,0,419.8735429,98100,0
"Zap, ND",3888140,27,0,0,0,920.4409623,98100,4
"Adamsville, AL",100460,334,24,80,29,973.629712,98000,0
"Ashby, MN",2702422,83,11,75,0,733.2022635,98000,0
"Bellefontaine, OH",3905130,2576,555,236,23,760.7410323,98000,0
"Elizabeth, IL",1723165,154,64,78,28,569.3725008,98000,20
"Giltner, NE",3118825,12,4,7,0,952.0203501,98000,0
"Hopedale, OH",3936260,48,13,0,0,759.2378291,98000,33
"Huttonsville, WV",5439628,13,56,76,0,742.0833163,98000,0
"Irrigon, OR",4136500,208,8,75,10,772.9290124,98000,0
"Pitkas Point, AK",260860,1,2,0,0,,98000,0
"Rolla, ND",3867820,221,92,23,10,565.8,98000,14
"Roseboro, NC",3757800,258,89,0,0,643.6220498,98000,23
"Shippingport, PA",4270376,20,0,0,0,658.4,98000,0
"Soso, MS",2869160,19,5,0,0,889.8,98000,2
"Spanish Lake, MO",2969266,3489,158,76,49,755.3499984,98000,534
"Cisco, IL",1714442,14,26,2,0,734.6,97900,0
"Colony, OK",4016400,0,1,36,0,818.8605029,97900,0
"Craig Beach, OH",3919106,227,3,0,14,861.0842294,97900,0
"Cuba, MO",2917668,1003,202,61,65,542.940964,97900,0
"Gantt, SC",4528375,2545,138,150,3,750.3432099,97900,313
"Grant, NE",3119910,203,100,51,73,709.6422267,97900,20
"Hawthorne, NV",3231300,345,21,0,19,578.840452,97900,134
"Hubbard, OH",3936582,699,189,79,11,633.2,97900,97
"Ironton, WI",5537225,22,2,0,0,662.4617978,97900,0
"Jena, LA",2238285,434,161,88,0,610.6734652,97900,0
"Kersey, PA",4239512,94,6,12,11,552.481842,97900,0
"Le Roy, NY",3642026,805,204,34,20,661.8526418,97900,0
"Molena, GA",1352108,50,9,42,0,982.7832309,97900,0
"Mulberry, IN",1851840,126,0,68,0,715.0367871,97900,0
"Northport, WA",5350045,44,21,0,10,727.5854712,97900,6
"Ravenna, NE",3140710,223,84,28,0,622.7264249,97900,0
"Sheffield, IA",1972210,105,9,0,13,718.7073728,97900,0
"Valley Head, AL",178240,86,26,11,0,513.6411423,97900,0
"Wadesboro, NC",3770380,1230,15,10,10,782.9731778,97900,123
"Baldwyn, MS",2802700,654,53,46,13,432.4,97800,55
"Burkeville, VA",5111560,118,0,79,96,772.8819366,97800,1
"Cedar Hill, TN",4711980,39,0,0,0,876.3859471,97800,0
"Darlington, SC",4518565,1336,206,126,83,627.8234619,97800,51
"Dedham, IA",1919450,0,6,0,0,,97800,0
"Douglas, GA",1323872,2282,387,166,37,622.2027938,97800,170
"Green Valley, IL",1731563,56,3,26,0,638.4174956,97800,0
"Hato Candal, PR",7233683,172,,,,516.369687,97800,25
"Highspire, PA",4234664,671,178,98,75,884.846304,97800,0
"Lebanon, MO",2941168,3176,407,105,152,664.231591,97800,220
"Reynolds Heights, PA",4264368,101,50,5,7,440.2730938,97800,0
"Salem, OH",3969834,2064,306,70,3,661.890755,97800,288
"Albert Lea, MN",2700694,2571,1091,96,34,686.1207188,97700,63
"Ashland, AL",102860,337,149,4,0,385.2187457,97700,24
"Auburn, NY",3603078,6287,1012,301,51,737.1611646,97700,459
"Clarksville, AR",514140,1554,368,66,0,621,97700,140
"Emden, IL",1723971,24,8,8,0,765.9985292,97700,0
"Fairfield, AL",125120,2059,321,10,0,705.4,97700,261
"Jacksonville, IL",1738115,2843,1083,161,110,693.9930833,97700,292
"Parkston, SD",4648460,115,15,7,0,539.9402512,97700,7
"Sextonville, WI",5572650,32,10,4,0,669.9172362,97700,0
"Williamston, NC",3774220,1080,124,17,0,671.9216224,97700,228
"Zanesfield, OH",3988070,50,0,0,24,865.6612128,97700,5
"Dillard, OR",4119600,13,,,,,97600,0
"Dublin, GA",1324376,3453,455,130,165,582.8,97600,96
"Earlston, PA",4220704,23,17,14,0,423,97600,53
"Grantsboro, NC",3727520,74,14,37,0,702,97600,0
"Higginson, AR",532140,75,7,0,0,728.6891984,97600,0
"Iola, WI",5537025,270,39,19,0,563.3921024,97600,14
"Leitchfield, KY",2144686,1345,192,126,0,543.7910618,97600,158
"Lomas, PR",7246626,133,,,,526.6162441,97600,0
"Loíza, PR",7246368,600,,,,243.3422292,97600,0
"Machias, NY",3644226,52,,,,755.4,97600,18
"Narrows, VA",5154904,281,23,45,23,707.3998897,97600,0
"Palestine, TX",4854708,2932,617,323,59,757.7260104,97600,466
"Wilton, AL",182872,30,46,0,0,412.4081983,97600,0
"Yellville, AR",577330,177,46,60,0,598.1727393,97600,22
"Bear Grass, NC",3704180,2,,,,471.4320405,97500,0
"Boles Acres, NM",3508440,16,176,0,0,503.9967435,97500,37
"Bonnetsville, NC",3706980,150,,,,566.7759849,97500,0
"Carlyss, LA",2212840,418,19,65,58,988.1453633,97500,73
"Chatham, MI",2614940,13,0,0,0,781.3676609,97500,9
"Cheraw, CO",813460,26,0,10,0,545.8,97500,0
"Daisy, AR",517140,0,,,,,97500,0
"Derby Acres, CA",618926,41,14,0,0,1158.197457,97500,0
"Dorchester, WI",5520450,139,12,55,0,677.376428,97500,0
"El Rancho Vela, TX",4824015,0,,,,,97500,0
"Elizabeth, MN",2718566,0,0,0,0,,97500,0
"Funk, NE",3117880,22,3,0,0,655.5080269,97500,0
"Gate City, VA",5130496,306,62,4,27,537.6,97500,35
"Grasston, MN",2725424,2,4,14,0,,97500,0
"Huachuca City, AZ",434120,424,15,25,0,628.6711325,97500,44
"Inman, SC",4535755,531,85,0,10,590.6286006,97500,13
"Irasburg, VT",5035500,10,,,,411.0632008,97500,0
"Ithaca, NE",3124285,23,1,0,0,841.1946402,97500,0
"Jamestown West, NY",3638275,240,103,0,0,754.2896233,97500,0
"Malin, OR",4145400,74,21,6,17,662.9930797,97500,19
"Marysville, KS",2045050,505,121,82,35,579.8956566,97500,146
"New Washington, PA",4254344,0,,,,,97500,0
"Orr, MN",2748634,67,4,52,0,625.2016175,97500,14
"Panama, IA",1961275,10,3,0,0,282.0735312,97500,0
"Portsmouth, IA",1964200,18,1,0,0,570.7700049,97500,0
"Pulaski, GA",1363000,33,0,0,0,839.124069,97500,4
"Russian Mission, AK",265700,16,0,0,0,,97500,0
"South Boardman, MI",2674740,37,21,4,0,780.11746,97500,14
"St. Cloud, MO",2964172,9,,,,,97500,0
"Swissvale, PA",4275816,2287,261,79,5,809.0714245,97500,36
"Underwood, MN",2766172,48,13,6,0,660.3347814,97500,0
"Villard, MN",2767144,25,33,11,0,771.5284825,97500,0
"Waumandee, WI",5584300,14,,,,754.922921,97500,0
"West Brooklyn, IL",1780008,0,3,0,0,726.7431097,97500,0
"West Nanticoke, PA",4283656,15,29,0,0,1178.333333,97500,13
"Apache Junction, AZ",402830,4335,1807,1107,285,767.2,97400,345
"Brownsboro, TX",4810756,83,38,69,0,1034.312911,97400,19
"Ceredo, WV",5414308,99,76,18,11,837.6389318,97400,34
"Danville, AR",517320,338,89,40,0,501,97400,12
"Duncan Falls, OH",3922820,121,0,0,0,708.9093824,97400,16
"Grant, MI",2634360,178,23,69,0,710.4920627,97400,21
"Harriman, TN",4732520,1290,197,89,48,578.2948718,97400,48
"Jackson, OH",3937842,1340,211,165,14,802.4604669,97400,183
"Martinsville, IN",1847448,2170,336,350,21,719.4204328,97400,221
"Perryton, TX",4856912,727,84,137,21,759.9387421,97400,348
"Pleasant Hill, NC",3752920,77,,,,1007.765644,97400,0
"Rupert, ID",1670660,951,134,110,76,697.746981,97400,115
"Río Blanco, PR",7270448,40,,,,,97400,0
"Wichita Falls, TX",4879000,16238,3031,1319,699,783.7783145,97400,1735
"Wood River, NE",3153660,144,26,11,0,675.724587,97400,27
"Bainbridge, IN",1803142,119,106,9,0,747.2,97300,4
"Beckemeyer, IL",1704533,136,6,0,0,756.717583,97300,9
"Benton, PA",4205680,85,2,0,0,615.674793,97300,24
"Big Island, VA",5107400,0,,,,,97300,0
"Fredericksburg, OH",3928616,31,0,0,7,632.17139,97300,0
"Graniteville, SC",4530265,558,134,12,0,593.4212788,97300,0
"Harding, MN",2727098,16,5,0,0,,97300,0
"Hormigueros, PR",7235059,1165,,,,376.6207297,97300,175
"Lamar, AR",538290,201,54,39,0,498.5684777,97300,29
"Lawrenceville, PA",4242016,116,34,8,0,713.3461927,97300,9
"Miller City, OH",3950358,13,10,0,0,910.1496136,97300,0
"Monticello, FL",1246500,356,101,17,189,897.0472639,97300,12
"Pardeesville, PA",4257904,63,,,,1057.426407,97300,0
"Unadilla, NY",3676001,169,0,0,0,655.708068,97300,22
"Bethesda, OH",3906138,61,28,9,0,501.005171,97200,50
"Boston, PA",4207688,50,,,,619.795971,97200,0
"Braswell, GA",1310104,70,0,107,0,918.4,97200,12
"Center Ossipee, NH",3310820,181,,,,272.8983923,97200,0
"Crawfordsville, IN",1815742,3215,788,148,135,631.5651276,97200,182
"Greenwald, MN",2725874,2,7,0,0,,97200,0
"Guayanilla, PR",7232307,586,,,,338.6462585,97200,0
"Lovejoy, GA",1347616,1019,36,59,40,1054.856699,97200,0
"Magnet Cove, AR",543430,0,,,,,97200,0
"Marathon, NY",3645392,76,2,13,0,560.8746509,97200,12
"Navarre, OH",3953690,217,22,0,0,644.4377289,97200,21
"Springdale, PA",4272960,579,110,68,5,640.208509,97200,76
"Akutan, AK",201090,14,2,0,0,377.7,97100,5
"Aledo, IL",1700646,532,116,108,0,645.3791793,97100,67
"Aliceville, AL",101228,315,0,33,15,512.6351641,97100,14
"Anahuac, TX",4803144,231,50,0,0,828.5637382,97100,0
"Auxvasse, MO",2902638,203,23,111,0,737.4233762,97100,12
"Blackshear, GA",1308284,524,478,57,77,662.5150376,97100,0
"Brookville, PA",4209224,592,116,128,2,618.5998534,97100,99
"Callaghan, VA",5112136,27,,,,,97100,0
"Cleveland, NY",3616188,50,37,0,28,659.3009105,97100,0
"Elyria, OH",3925256,9550,2455,407,244,725.2932279,97100,351
"Hermitage, MO",2931780,142,19,0,0,366.3520902,97100,7
"Huntington, WV",5439460,9520,1400,557,533,699.7908239,97100,940
"Kendallville, IN",1839402,1774,367,158,39,668.6654878,97100,164
"Lincoln, AR",539970,463,99,0,36,717.7698308,97100,0
"Morrison, IL",1750530,355,129,37,99,706.2142433,97100,18
"Northmoor, MO",2953174,96,0,52,0,884.5151515,97100,0
"Oreana, IL",1756471,38,5,0,0,746.1863101,97100,18
"Perry, MO",2957080,63,0,19,9,435.6418843,97100,15
"Prague, OK",4060500,398,160,48,0,709.258626,97100,10
"Richwood, OH",3966936,311,79,48,0,788.6315955,97100,0
"Shelocta, PA",4270040,2,,,,663.2677037,97100,0
"Sunset Bay, NY",3672246,50,,,,798.2732339,97100,0
"Vesper, WI",5582650,87,32,2,0,529,97100,12
"Woodland Mills, TN",4781700,9,12,0,0,636.8,97100,0
"Worthington, WV",5488708,12,26,10,0,,97100,0
"Xenia, OH",3986772,4592,661,201,83,718.98775,97100,138
"Armagh, PA",4203032,15,6,0,0,840.8931313,97000,2
"Eaton, OH",3924234,1408,369,48,74,588.061359,97000,38
"Fairview, GA",1328632,518,50,35,19,740.2732291,97000,62
"Fountain, NC",3724440,71,2,0,0,681.8,97000,3
"Glenford, OH",3930436,16,0,112,0,930.1651752,97000,0
"Hamilton, AL",132848,1210,279,76,17,549.8,97000,277
"Hogansville, GA",1339244,760,34,90,0,776.7112151,97000,44
"Jane Lew, WV",5440828,42,20,36,36,636.7160907,97000,11
"Lone Oak, GA",1347252,9,,,,789.1879156,97000,0
"Lyons, OH",3945626,121,1,0,0,662.272697,97000,0
"Marengo, IA",1949395,466,59,131,0,631.1967239,97000,24
"Memphis, TN",4748000,138170,15054,1435,5793,882.8230992,97000,12694
"Middletown, OH",3949840,10171,1942,678,135,766.3825574,97000,720
"Oak Grove Village, MO",2953650,96,0,0,0,699,97000,51
"Palisade, MN",2749498,34,4,0,0,,97000,0
"South Chicago Heights, IL",1770629,374,22,15,21,893.4580505,97000,15
"Sugar Grove, OH",3975252,32,62,0,0,1179.484005,97000,0
"Water Valley, MS",2878000,510,0,44,0,521.5022769,97000,307
"West Middlesex, PA",4283496,97,80,16,18,622.3226273,97000,0
"Wilkinson, IN",1884302,20,13,0,0,954.4122673,97000,0
"Algoma, WI",5501000,495,37,21,2,593.331567,96900,39
"Anniston, AL",101852,3746,750,347,177,622.6918344,96900,429
"Aroma Park, IL",1702258,84,18,0,0,896.7668587,96900,9
"Buckner, MO",2909424,356,171,79,0,863.1242754,96900,36
"Cana, VA",5112600,32,0,129,171,732.2535881,96900,18
"Centertown, MO",2912664,29,5,0,0,629.5265493,96900,5
"Dalmatia, PA",4218080,16,8,0,0,634.4,96900,7
"Eland, WI",5522975,15,11,0,0,560.1215201,96900,0
"Ellport, PA",4223280,17,8,0,0,634.5433155,96900,7
"Hatton, AL",133544,31,,,,,96900,0
"Marshall, IL",1747163,662,136,70,8,651.2,96900,0
"Pymatuning Central, PA",4263009,89,31,4,19,745.8833236,96900,0
"South Rosemary, NC",3763470,452,0,0,18,586.6,96900,0
"West Burlington, IA",1983685,452,142,79,26,738.74417,96900,6
"West Carrollton, OH",3983090,2601,402,223,59,825.8980078,96900,8
"Benson, IL",1705261,31,14,0,0,684.4841048,96800,0
"Bowmans Addition, MD",2408862,35,,,,,96800,0
"Cazenovia, WI",5513300,72,8,4,0,614.2,96800,16
"Denton, NC",3716980,284,17,39,0,602,96800,24
"Fairbury, IL",1724764,503,262,26,0,656.3031294,96800,0
"Hahira, GA",1336052,544,129,42,128,1008.355635,96800,51
"Holly Hill, FL",1231350,2384,383,61,116,917.8558322,96800,255
"Lake Odessa, MI",2644880,429,92,67,0,659.2785692,96800,16
"Laurelville, OH",3942084,163,60,1,0,402.3489047,96800,0
"Meadville, MS",2846200,159,2,0,0,799.032857,96800,0
"Río Lajas, PR",7271437,221,,,,,96800,0
"Scottsburg, IN",1868526,1124,158,176,0,796.8890485,96800,46
"Stanton, KY",2173164,510,169,48,26,711.0545454,96800,10
"Tilleda, WI",5579900,0,,,,,96800,0
"Atwood, PA",4203480,0,,,,1207.428448,96700,0
"Bassfield, MS",2803580,38,94,16,6,754.2085295,96700,0
"Bouse, AZ",407310,25,21,0,0,,96700,0
"Caneyville, KY",2112538,59,9,6,0,288.632037,96700,0
"Comerío, PR",7219665,770,,,,333.4,96700,25
"Eagle Village, AK",220600,5,,,,,96700,10
"Epping, ND",3824540,0,,,,,96700,0
"Hebron, PA",4233504,46,145,0,0,778.4,96700,0
"Inverness Highlands North, FL",1233958,158,87,0,84,996.6895318,96700,0
"Kendall, WI",5539150,74,10,1,0,678.6094677,96700,0
"Latta, SC",4540480,169,44,33,110,550.4,96700,7
"Livingston, TX",4843132,923,789,208,53,674.4,96700,195
"Midland City, AL",148400,584,24,48,0,607.8641315,96700,115
"Nome, TX",4851720,0,0,13,0,916.9273111,96700,0
"Oskaloosa, IA",1959925,1920,550,126,80,623.8923304,96700,138
"Parish, NY",3656341,41,43,0,0,739.6709925,96700,0
"Pinckard, AL",159832,34,8,7,13,783.9883255,96700,36
"Ronceverte, WV",5470156,214,136,0,31,683.9909566,96700,85
"Section, AL",169000,108,49,0,0,382.0967309,96700,0
"Utuado, PR",7284509,1036,,,,437.9183669,96700,89
"Vandiver, MO",2975706,1,,,,,96700,0
"Whalan, MN",2769808,5,,,,,96700,0
